"year","statistical_region","waste_code","type_of_waste","total_waste_generated_stored","temporarily_stored_start_year","generated_in_the_year","temporarily_stored_end_year","waste_treated_by_original_generator","waste_transferred_for_treatment_in_RS","waste_sent_for_treatment_EU","waste_sent_for_treatment_outside_EU"
2023,"OSREDNJESLOVENSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)",21053.375,16.094,21037.281,17.012,0,21036.363,0,0
2023,"OSREDNJESLOVENSKA","15 01 03","Wooden Packaging (15 01 03)",5265.924,21.138,5244.786,17.356,0,5248.568,0,0
2023,"OSREDNJESLOVENSKA","17 02 01","Construction Wood Waste (17 02 01)",1711.19,0,1711.19,0.14,0,1711.05,0,0
2023,"OSREDNJESLOVENSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)",191.859,0.02,191.839,0.035,0,191.824,0,0
2023,"OSREDNJESLOVENSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",5.32,0,5.32,0,0,5.32,0,0
2023,"OSREDNJESLOVENSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",15564.856,4.41,15560.446,16.045,0.25,15548.561,0,0
2023,"OSREDNJESLOVENSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",816.722,0,816.722,0,0,816.722,0,0
2023,"OSREDNJESLOVENSKA","20 03 07","Bulky Municipal Waste (20 03 07)",2424.284,0,2424.284,0,0,2424.284,0,0
2023,"PODRAVSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)",485.06,0,485.06,0,0,485.06,0,0
2023,"PODRAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)",8506.448,0.94,8505.508,0.89,0,8320.968,184.59,0
2023,"PODRAVSKA","15 01 03","Wooden Packaging (15 01 03)",4968.905,1.5,4967.405,4,0,4964.905,0,0
2023,"PODRAVSKA","17 02 01","Construction Wood Waste (17 02 01)",189.53,0,189.53,0,0,189.53,0,0
2023,"PODRAVSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)",0.98,0,0.98,0,0,0.98,0,0
2023,"PODRAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",7016.254,1.92,7014.334,0.73,1.88,3223.864,3789.78,0
2023,"PODRAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",1471.683,0,1471.683,0,0,1471.683,0,0
2023,"PODRAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)",1412.163,2.85,1409.313,1.32,0,1410.843,0,0
2023,"POMURSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)",1547.09,0,1547.09,0,0,1547.09,0,0
2023,"POMURSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)",2473.802,1.925,2471.877,0.806,0,2472.996,0,0
2023,"POMURSKA","15 01 03","Wooden Packaging (15 01 03)",708.215,1.21,707.005,0.7,0,707.515,0,0
2023,"POMURSKA","17 02 01","Construction Wood Waste (17 02 01)",118.8,0,118.8,0,0,118.8,0,0
2023,"POMURSKA","19 12 01","Paper and Cardboard from Waste Treatment (19 12 01)",1.121,0,1.121,0,1.121,0,0,0
2023,"POMURSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",223.204,1.1,222.104,1.02,0.07,222.114,0,0
2023,"POMURSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",37.08,0,37.08,0,0,37.08,0,0
2023,"POMURSKA","20 03 07","Bulky Municipal Waste (20 03 07)",117.514,0,117.514,0,0.12,117.394,0,0
2023,"POSAVSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)",72.135,0,72.135,0,0,72.135,0,0
2023,"POSAVSKA","03 03 01","Bark and Wood Waste from Pulp/Paper Production (03 03 01)",662.545,511.768,150.777,490,172.545,0,0,0
2023,"POSAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)",1138.056,1.146,1136.91,4.939,11.8,1121.317,0,0
2023,"POSAVSKA","15 01 03","Wooden Packaging (15 01 03)",396.721,4.681,392.04,27.86,45.681,323.18,0,0
2023,"POSAVSKA","17 02 01","Construction Wood Waste (17 02 01)",1.78,0,1.78,0,0,1.78,0,0
2023,"POSAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",1338.857,1.115,1337.742,0.62,3.1,1335.137,0,0
2023,"POSAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",567.838,1.18,566.658,0.75,0,567.088,0,0
2023,"POSAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)",26.49,0,26.49,0,1.18,25.31,0,0
2023,"PRIMORSKO-NOTRANJSKA","03 03 01","Bark and Wood Waste from Pulp/Paper Production (03 03 01)",1.2,0,1.2,0,0,1.2,0,0
2023,"PRIMORSKO-NOTRANJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)",1076.666,1.217,1075.449,3.216,0,1073.45,0,0
2023,"PRIMORSKO-NOTRANJSKA","15 01 03","Wooden Packaging (15 01 03)",351.194,0,351.194,2,0,349.194,0,0
2023,"PRIMORSKO-NOTRANJSKA","17 02 01","Construction Wood Waste (17 02 01)",91.48,0,91.48,0,0,91.48,0,0
2023,"PRIMORSKO-NOTRANJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",709.113,0.23,708.883,0.23,0,560.203,148.68,0
2023,"PRIMORSKO-NOTRANJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",29.01,0,29.01,0,0,29.01,0,0
2023,"PRIMORSKO-NOTRANJSKA","20 03 07","Bulky Municipal Waste (20 03 07)",27.22,0,27.22,0,0,27.22,0,0
2023,"SAVINJSKA","03 01 05","Sawdust/Shavings/Cuttings (03 01 05)",78.06,0,78.06,0,0,78.06,0,0
2023,"SAVINJSKA","03 01 99","Other Unspecified Wood Waste (03 01 99)",1180.78,0,1180.78,0,0,1180.78,0,0
2023,"SAVINJSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)",17639.978,5.833,17634.145,9.767,0,17630.211,0,0
2023,"SAVINJSKA","15 01 03","Wooden Packaging (15 01 03)",6530.112,3.895,6526.217,0.855,0,6529.257,0,0
2023,"SAVINJSKA","17 02 01","Construction Wood Waste (17 02 01)",502.683,0.05,502.633,0.345,0,502.338,0,0
2023,"SAVINJSKA","19 12 07","Wood Waste from Treatment (not 19 12 06) (19 12 07)",0.05,0,0.05,0,0,0.05,0,0
2023,"SAVINJSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",757.492,0.2,757.292,1.67,0.49,740.492,14.84,0
2023,"SAVINJSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",426.067,1.03,425.037,0.43,0,425.637,0,0
2023,"SAVINJSKA","20 03 07","Bulky Municipal Waste (20 03 07)",1014.707,0,1014.707,0,0,1014.707,0,0
2023,"ZASAVSKA","15 01 01","Paper and Cardboard Packaging (15 01 01)",839.303,0.83,838.473,0.143,0,839.16,0,0
2023,"ZASAVSKA","15 01 03","Wooden Packaging (15 01 03)",381.147,0.35,380.797,0,0,381.147,0,0
2023,"ZASAVSKA","17 02 01","Construction Wood Waste (17 02 01)",88.06,0,88.06,0,0,88.06,0,0
2023,"ZASAVSKA","20 01 01","Paper and Cardboard from Municipal Waste (20 01 01)",688.854,0,688.854,3.5,0,685.354,0,0
2023,"ZASAVSKA","20 01 38","Non-hazardous Wood from Municipal Waste (20 01 38)",23.72,0.5,23.22,0.62,0,23.1,0,0
2023,"ZASAVSKA","20 03 07","Bulky Municipal Waste (20 03 07)",27.58,0,27.58,0,0,27.58,0,0
